Home > Text Tools >Compleat Lister Input > Output
--------------------------------------------------------------------------------

C:\Documents and Settings\Sapi\Desktop\testi_serafini.TXT
932748 bytes
mediatego _7
mediategodixì£o _1
mediatori _1
medica _1
mèdica _2
medie _4
medioevàl _2
medioevo _2
medioèvo _2
mediooriente _1
mediorienta£i _1
medioriental _1
medioriente _4
medisina _1
medisìna _2
medisina£i _2
medisìne _1
mediterameo _1
mediteranea _1
mediteraneo _2
meglio _1
mèi _3
mejara _1
mejàra _1
mejari _48
mejàri _27
mejo _117
mèjo _18
mejonaturàl _1
mejorà _9
mejòra _1
mejòrà _1
mejoràr _1
melville _1
memi _15
mémi _1
mèmi _24
memo _1
memoria _15
memorià _1
mena _4
mena' _2
menà _3
menar _4
menàr _3
menàrme£i _1
menarse _1
menarse£i _2
menbrane _1
mendicàr _2
menè _1
menego _1
menemo _3
menestra _7
menestrando _1
menestràr _1
meni _1
meno _4
méno _1
mensì£e _1
mensi£ita _2
mensi£ità _2
mensil _4
mensògna _1
mensogne _1
menta£i _4
mentà£i _1
menta£ità _4
mental _4
mentàl _6
mente _38
mentecati _1
menti _26
ménti _1
mènti _1
mentre _12
meo _3
mèo _6
meragall _1
mercati _1
mercedes _1
mèrcore _1
merda _25
merde _2
merdoxi _1
merica _2
mèrica _2
merican _1
mericàn _9
mericana _21
mericàna _4
mericane _10
mericàne _2
mericani _75
mericàni _11
mericani+ _1
mericanima _1
mericaniprodote _1
mericano _4
meridion _1
meridiòn _29
meridiona£i _19
meridionà£i _4
meridiona£ixà _1
meridiona£ixasiòn _1
meridionae _1
meridionai _2
meridional _1
meridionàl _3
meriodana£i _1
merità _1
mèrita _9
meritarìa _1
meritava _2
mèriti _2
merito _2
mèrito _7
mersenari _8
mersenàri _1
mersenàrie _1
mersenario _1
mesa _3
mèsa _2
mesaji _4
mesàji _2
mesajo _2
mesàjo _1
mese _2
mesia _1
mèsìa _1
mesic _2
mesicàni _1
meso _1
message _2
messia _1
messiah _1
messo _1
mestier _2
mestièr _1
mèstre _1
mestrina _1
meta _3
meta' _2
metà _7
mèta _2
meta£ega _1
meta£i _3
metamorfoxi _1
metar _33
metàr _4
métar _6
mètar _37
metara' _4
metarà _2
metaràve _1
metaremo _4
metarghe _7
mètarghe _4
metarghe£i _1
metarìa _3
metarla _1
metarle _1
mètarle _1
metarli _8
mètarli _2
metarlo _3
mètarlo _1
metarne _1
metarse _6
metarve£a _2
metate _1
mètate _1
mete _89
mète _9
mète£i _1
metemo _12
metémo _1
metèmo _2
metemo£a _1
metemoghe _3
metendo _1
metendo£i _1
metendose _1
metereo£oghi _1
metese _3
meteste _2
metesto _13
meteva _8
metéva _1
metevo _3
meti _1
metì _2
mèti _2
meti£a _1
metì£o _1
metimo _1
metìmo _5
metive _3
metive£o _1
metivi _2
meto _12
meto£ojìa _2
metodi _4
mètodi _2
metodo _4
mètodo _1
metri _4
metro _8
metrò _1
mettere _1
metto _1
metu' _2
metù _36
mexa _3
mèxa _3
mexanote _1
mexaora _4
mexe _19
méxe _4
mèxe _7
mexéto _1
mexi _29
mèxi _12
mexo _31
mèxo _9
mexodì _7
mexura _3
mexùra _4
mexuràr _2
mexurarme _1
mexure _14
mexùre _3
mezzogiorno _1
mi _385
mi' _1
mì _253
mimi£a _3
mi£an _3
mi£àn _2
mi£ano _1
mi£e _6
mì£e _4
mi£enarie _1
mi£eni _3
mi£eximo _1
mi£iardi _2
mi£iari _1
mi£imetri _1
mi£ion _2
mi£iòn _4
mi£ionàri _1
mi£ioni _42
mi£iòni _1
mi£ionsìn _1
mi£ità _1
mi£itante _1
mi£itanti _3
mi£itar _8
mi£itàr _36
mi£itare _2
mi£itari _43
mi£itàri _6
mi£itarixar _4
mi£itarixàr _4
mi£itarixarne _1
mi£itarixasion _1
mi£itarixasiòn _4
mi£itarizàr _1
mi£itarmente _4
mia _3
mìa _10
micro _1
microcrimina£ità _2
microeconomega _1
microfono _1
microscopi _1
microsoft _2
microspie _2
microspìe _1
mìe _2
miga _53
migà _1
mìga _35
migliòràr _2
migratòrio _1
mii _1
mìì _1
mikeanxo£o _1
mikel _1
mìl _1
milàn _2
mille _1
milon _2
mìmìga _2
minaciàr _1
minasà _2
minàsa _1
minasando _1
minasàr _3
minase _6
minàse _1
mincionà _2
mincionar _2
mincionàr _2
minciònàr _1
mincionarne _1
mìne _2
minera£i _2
minestra _3
mingherlìn _1
miniere _1
minima _1
minimo _2
mìnimo _4
ministeri _1
ministeria£i _3
ministerio _2
ministero _15
ministra _2
ministro _3
minoransa _9
minoranse _18
minoranza _2
minòri _2
minoritarie _2
minorities _2
minuti _3
mio _2
mìope _1
mìopi _1
mira _1
mirabi£e _2
miràbi£e _1
miraco£i _5
miraco£o _3
miràco£o _1
miràn _1
miriam _2
misi£i _9
misì£i _1
mìsi£i _5
mision _1
misiòn _4
misionari _2
mistero _1
misti _1
mistier _1
mistieri _1
misto _2
misura _1
miti _4
mitì _2
mìti _5
mitisi _2
mitixà _1
mito _2
mìto _6
mito£ojìa _9
mito£ojìe _1
mitra _4
mitrà _2
mìtra _4
mitra£ieta _1
mitra£iete _1
mitra£ike _2
mitraje _1
mixerìa _1
mixèria _4
mixi _5
mìxi _16
mlarghe£a _1
mm _2
mmetro _1
mo _2
mo£a _3
mo£à _2
mò£a _5
mo£agherla _1
mo£arghe£a _25
mo£arla _4
mo£arli _1
mo£e _5
mò£e _2
mo£emoghe£a _3
mo£esti _1
mo£exine _1
mo£i _1
mo£o _1
mò£o _1
mobi£e _1
mòbi£e _2
mobi£i _3
mòbi£i _6
mobi£ità _1
mobil _1
mod _1
moda _6
mòda _3
modarà _1
mòde _1
mode£a _2
mode£amento _1
mode£asiòn _1
mode£i _11
mode£o _24
modè£o _3
mòde£o _1
modena _3
mòdena _1
moderà _3
moderàr _1
moderator _1
moderna _10
moderne _9
moderni _11
modernisimo _1
modernismo _1
modernista _2
modernità _10
moderno _15
modi _10
mòdi _3
modiàl _1
modifega _1
modifegà _6
modifegàr _5
modifegarla _1
modificà _1
modificr _2
modifike _1
modo _88
mòdo _64
mòdò _1
moimacco _1
mojer _1
mojèr _5
mòjer _1
molà _3
molàr _2
molàrghe£a _1
molàse _1
moldavia _3
moldavo _1
molèmo _1
molìn _1
molte _1
molteplisi _3
molti _3
moltipicarse _1
moltiplica _1
moltiplicarse _1
moltiplicàva _1
momenti _4
momento _42
momoni _1
mona _16
mòna _3
monabomber _2
monabonber _5
monaco _6
monada _4
monade _10
monàde _1
monarkia _1
monasteri _1
monastèri _1
mondadori _2
mondanità _1
mondia£i _10
mondià£i _2
mondial _3
mondiàl _25
mondo _209
mòndo _5
mondoyoutube _1
mone _13
mòne _6
mònega _1
mòneghe _1
monetària _2
monetarìe _1
monetario _1
monetixàr _1
monica _1
monitor _4
monitoràr _1
mono£ito _2
monocoltura _1
monocultura _2
monolìta _1
monopo£i _15
monopo£io _27
monopo£ismo _1
monopo£ista _1
monopo£istega _2
monopo£isteghe _1
monopo£isteghi _4
monopo£isti _1
monopo£ixà _3
monopo£ixadora _2
monopo£ixadori _2
monopo£ixàr _3
monotoni _2
monprasèm _1
montadura _2
montadùra _4
montagna _11
montagnà _1
montàgna _1
montagne _11
montàjo _2
montane _1
montanelli _1
montar _1
montàr _1
montatura _1
montatùre _1
montava _1
monte _2
montecorvo _1
montemo _1
montenegro _2
mònti _1
monumentàl _1
monumenti _3
monumento _1
monumimti _1
monuminti _4
monumintipropaganda _2
monxar _2
mònxar _2
mónxarli _1
monxarve _2
monxe _7
monxo _1
moore _1
mopo£istego _1
mor _2
mora _9
mòra _2
morà£e _1
morà£i _1
moral _2
moràl _3
morbilo _1
morbìn _1
more _21
mòre _6
moreste _3
moresti _6
moresto _3
morèti _1
moreto _1
morèto _1
morfo£ojisi _1
mori _16
mòri _7
moribonde _2
morìe _1
morir _23
morìr _48
mòrìr _1
morira' _2
morìre _1
morirìa _1
moriva _5
morìva _3
moro _11
mòro _2
morsa _1
morsegoni _1
morta _2
morta£ità _3
mortàl _2
morte _35
mòrte _1
morti _40
mòrti _1
mortificasiòn _2
morto _9
morù _7
mosa _2
mosca _3
moske _4
moskea _1
moskee _2
mostra _4
mostri _1
mostruose _1
moti _3
motivà _1
motivasiòn _1
motìvi _1
motìvo _1
moto _1
motor _5
motòr _4
motori _3
motta _1
mòva _1
movarà _1
movarse _9
mòvarse _2
move _13
mòve _4
movemo _3
movente _1
moveste _1
movesti _1
movesto _1
moveva _1
movimenti _3
movimento _14
moviminti _2
movo _4
moxè _2
mozart _3
mparkè _1
mq _9
msso£ini _1
mu£eti _1
mu£eto _2
mu£ino _2
mucio _11
mùcio _16
muco _1
mufa _2
muhamad _1
mujèr _7
multa _1
multe _4
mùlte _1
multi£amà _1
multi£amatura _1
multi£amatùra _1
multi£ame _2
multicultura£ità _1
multilàme _2
multinasiona£i _1
multirazzia£e _1
multisà£a _1
multistrato _1
munik _3
munisipa£ità _1
munisipi _2
munisipio _1
munisìpio _1
munlah _2
munuminti _1
muò _7
mùra _4
murari _1
mure _1
mùre _2
muri _5
mùri _4
muro _4
mùro _1
musco£i _1
muscolàri _1
muscu£i _1
muscu£ini _1
musi _2
musisisti _3
muso _3
mùso _8
muso£ini _1
musolìni _1
musopropaganda _1
musso£ini _1
mustaki _1
musulman _2
musulmàn _3
musulmana _4
musulmani _34
musulmanixàr _1
mutasiòn _1
mute _1
mutui _7
mùtui _2
mutuo _11
mùtuo _11
muvimenti _2
muviminti _1
muxèi _1
mùxica _16
muxicàl _1
muxike _3
muxiketa _1
muxikèta _1
muxìketa _1
muxikete _1
muxina _1
muxìna _4
muxisisti _2
muxisiti _1
mùxo _1
my _1
n _1
na _1563
naaltri _1
nabucodonosor _1
naca _1
nadal _2
nadàl _3
nagazaki _1
naja _1
nakikevan _1
n'albergo _1
naltra _60
n'altra _4
naltri _309
nàltri _2
naltro _55
n'altro _2
naltrò _1
nàne _1
naniti _2
nano _1
nanotecno£ojìe _2
nanotecno£ojisi _1
nanotek _4
nantra _1
n'antro _1
naponapo£eon _3
napo£eòn _1
napo£eonega _1
napo£etani _4
napo£i _10
nàpo£i _8
napoi _1
napu£a _1
napu£i _2
nàpu£i _3
napu£itàn _2
napu£itani _1
napu£itàninsoma _1
nar _2
naradòri _1
naransa _1
naranse _5
narativa _1
naratìva _1
narativo _1
naratìvo _1
nardi _1
nàsar _14
nascosto _1
nase _6
nàse _8
nasemo _1
nasèmo _1
nasesta _5
nasesti _13
nasesto _6
naseva _1
nasion _17
nasiòn _7
nasiona£e _5
nasiona£i _2
nasionà£i _1
nasiona£ismi _16
nasiona£ismo _32
nasiona£ista _16
nasiona£iste _2
nasiona£isteghi _2
nasiona£istego _8
nasiona£isti _6
nasiona£ità _1
nasionaista _1
nasional _4
nasionàl _12
nasiònfàr _1
nasirìa _1
nàsita _8
nàsite _1
nàsser _1
nasu' _2
nasù _6
nasua _1
nasuo _2
nasyria _2
nata _1
nata£ità _1
natàl _2
nation _1
nationa£ist _1
national _1
nativa _2
nativi _2
natìvi _1
nato _7
nàto _1
natura _23
natùra _2
natura£i _2
natura£istega _3
natural _2
naturàl _21
naturalmente _49
nave _2
nàve _1
navegàr _1
navego _1
nàvego _1
navi _3
nàvi _1
naxifasismo _1
naxiona£ismi _1
naxismo _4
naxista _3
naxiste _1
naxisti _8
naxo _1
nàxo _1
nazareth _4
naziona£e _1
nazionà£e _1
ncora _140
ncòra _20
ncore _1
nda _6
nda' _6
ndà _42
ndai _2
ndando _3
ndar _16
ndàr _98
ndarà _6
ndàrà _1
ndarave _2
ndaràve _2
ndarghe _5
ndàrghe _1
ndarìa _1
ndase _2
ndasimo _2
ndato _1
ndava _18
ndàva _5
ndavi _1
ndàvi _1
ndavimo _3
ndàvimo _1
ndaxì _2
nde' _4
ndè _15
ndemo _21
ndo _32
ndò _124
ndrangheta _1
ndranghete _1
ne _615
nè _4
n'è _2
neanca _1
neanke _1
necesariamente _1
necesario _2
necrofi£i _1
nefandese _1
nega _1
negà _3
nèga _2
negando _1
negandone _2
negàr _5
negarlo _2
negasiòn _1
negativa _4
negatìva _2
negative _2
negativo _1
negri _2
negro _2
nei _4
nel _17
nell'anima _1
nell'ugua£iansa _1
nell'urna _1
nemico _1
nemighe _2
nemighi _11
nemìghi _2
nemigo _17
neoze£andexe _1
nepotismo _1
nepotistego _1
nera _5
nèra _1
neri _5
nèri _1
nero _48
nèro _15
neruda _1
nervoxeto _1
nervoxismo _1
nescit _1
nesesari _1
nesesària _1
nesesariamente _3
nesesariamnete _2
nesesario _1
nesesàrio _4
nesesità _14
nessuno _2
nesùn _1
néta _1
netarme _2
neti _2
nétito _1
neto _1
network _1
neuro _2
neuro£etronega _1
neuroe£ectrotek _1
neuroe£etronega _1
neurona£i _3
neuronal _1
neutra£i _1
neutràl _1
néve _1
nève _2
never _2
nevodi _3
nevòdi _1
nevodismo _1
nevodista _1
nevodìti _1
nevòdo _1
nevrotisi _2
new _2
newton _9
nialtri _19
nicaragua _1
nido _1
niente _2
night _1
nimai _1
ninìn _1
nisiol _1
nisun _19
nisùn _89
nìsun _1
nisuna _20
nisùna _14
nìsuna _1
niva _1
nn _1
nnnomaro _1
no _2497
nó _1
nò _6
noàl _1
noam _3
noàr _1
nobel _5
nobi£e _2
nobi£i _2
noè _1
nogara _1
nogàrajuglans _1
noi _8
nol _8
no'l _8
nomadi _1
nòmadi _1
nomari _1
nòmari _3
nomaro _1
nòmaro _4
nome _18
nòme _13
nomenà _1
nomi _23
nòmi _7
nominà _1
nominàr _2
nominè _1
non _42
none _1
noni _5
nòni _2
nonismo _1
nòno _2
nord _36
nordica _1
nordisti _1
norma _3
norma£i _2
normà£i _1
norma£ixadora _1
norma£ixadori _1
norma£ixar _10
norma£ixàr _2
norma£ixasion _6
norma£ixasiòn _6
norma£izzata _1
normal _2
normàl _5
normalmente _1
normativa _2
normatìva _1
normative _5
norme _1
nosionismo _1
nostalgici _1
nostalgisi _1
nostar _1
nostra _311
nostràn _3
nostrana _3
nostrane _7
nostrani _3
nostre _96
nostri _174
nostro _79
nòstro _1
nostzra _4
not _6
nota _1
nota' _2
notà _4
nòta _1
notai _1
notàr _2
notari _12
notàri _8
notaritute _1
notaro _4
note _14
noté _1
notè _1
nòte _7
notevo£i _1
noti _1
noticed _1
notisia _21
notìsia _2
notisiàri _1
notisie _23
notìsie _1
noto _1
nòto _1
noturne _2
noturno _1
nova _21
nòva _4
nove _12
nòve _13
novenbre _6
noventa _1
novetà _2
novi _21
nòvi _2
novità _2
novo _15
nòvo _11
nparke _1
nuclear _1
nucleàr _4
nucleare _1
nucleari _2
nùclei _1
nùcleo _4
nùdi _1
nùmari _6
numaro _2
nùmaro _5
numaròxa _1
numaroxi _3
numero _1
o _698
o£anda _1
o£andixi _1
o£andìxi _1
o£igarkeghi _1
o£igarkia _2
o£inpeghi _1
o£inpego _1
o£inpiadi _2
o£inpisi _1
o£ive _1
o£ocausti _1
o£ocausto _3
obedir _1
obedise _1
obietà _1
obietivi _1
obietivo _5
obietìvo _1
obliga _7
obligà _17
òbliga _7
obligando£i _3
obligandone _1
obligar _1
obligàr _9
obligarìa _1
obligarlo _2
obligarte _1
obligasiòn _7
obligatoria _9
obligatòria _1
obligatoriamiga _1
obligatòrie _1
obligatorietà _1
obligatorio _10
obligatòrio _1
obligava _2
obligàva _1
obligo _4
obliquo _2
òbo£i _2
ocasional _2
ocaxiòn _5
ocaxionàl _1
ocaxionalmente _1
occasium _1
òce _2
oci _6
òci _26
ocià _1
ocia£i _2
ocio _1
òcio _4
ockio _1
ocnpàgna _1
ocor _1
ocòr _1
ocora _1
ocorar _2
ocòrar _2
ocorarà _1
ocore _20
ocòre _2
ocoresta _4
ocoreste _1
ocoresto _6
ocoreva _1
ocorso _1
ocupa _2
ocupà _4
òcupa _5
ocupante _1
ocupanti _1
ocupar _4
ocupàr _6
ocupasion _1
ocupasiòn _10
ocupava _1
òcupo _2
oderso _1
odia _3
odia' _1
odiar _1
odiàr _1
odiarte _1
odiava _1
odiemo _1
odiens _1
odìno _1
odio _3
òdio _7
odisea _1
oe _2
of _3
ofendarme _1
ofende _1
ofendi _1
ofendù _3
ofensivatuta _1
ofensive _1
ofensìve _1
ofensivi _1
ofensivo _1
oferta _2
oferte _3
ofèxe _3
off _1
offerta _2
oficioxa _1
ofisi _3
ofìsi _1
ofisia£i _4
ofisialmente _3
ofre _1
òfre _4
ofrendo _1
ofresesto _2
ofrìr _1
ofrirà _1
ofrirghe _1
ofrise _1
ofrìva _1
òfro _1
oggi _1
ogligasiòn _1
ogm _1
ogni _128
ògni _7
ogniòn _17
ogniona _2
ohiane _1
òjo _1
ok _1
òki _2
olp _2
olta _79
òlta _9
olta+vin+po£enta+vecioti _1
òltami _1
olte _41
òlte _6
olteme _1
oltima _8
oltimamente _1
oltime _3
oltimi _33
oltìmi _2
óltimi _1
òltimi _6
oltimo _2
oltre _44
oltrepò _1
omajo _1
oman _4
omàn _7
omàna _11
òmana _1
omàne _2
omanetà _1
omànexugadori _1
omani _26
omàni _8
òmani _31
omanitàrie _1
omàno _2
omar _1
omèga _1
omeni _2
òmeni _6
omèro _3
omi£ià _1
omicìdio _1
omisidi _3
omisìdi _1
omisìdio _2
omo _21
òmo _14
omosesua£i _1
omosesua£ità _4
omosesuàl _2
on _1712
òn _19
ona _30
òna _4
onanimetà _3
onbra _1
onda _2
ondà _3
ònda _1
one _1
onega _4
ònega _3
oneghi _4
òneghi _2
onego _6
ònego _4
onémose _1
onesta _5
onesta' _2
onestà _13
onestamente _1
onesti _1
ong _1
ongarìa _2
ongarisi _1
onge _1
ònge _1
ongran _1
onìa _1
onico _1
onie _1
onìe _2
onificando£o _1
onificasiòn _1
oniformà _1
oniformàr _1
oniforme _11
oniforme+ladri+buxiari _1
oniformi _1
onigo _1
onii _5
onìi _6
onìì _2
onike _1
onìo _1
onion _4
oniòn _5
onirse _2
onise _2
onità _1
onitariamente _1
oniversa£i _1
oniversàl _2
oniversita' _1
oniversità _7
oniversitari _4
oniversitarie _2
oniversitariio _1
oniversitàrio _1
oniverso _2
onivoco _1
only _1
onomastega _2
onomàstega _1
onor _5
onòr _6
onora _1
onorà _4
onoràr _3
onoremo _2
onorevo£e _2
onorevo£i _1
onori _2
onoro _2
onta _4
ontano _2
òntano _1
onte _2
onti _4
opara _5
òpara _10
oparai _21
oparài _7
oparaio _1
oparajo _1
oparando _2
oparar _1
oparàr _2
opare _7
oparè _1
òpare _6
oparoxa _1
oparoxità _1
opera _5
operadori _1
operai _2
operajo _2
operàr _1
operasion _2
operasiòn _14
operativa _1
operativi _1
operoxita' _4
operoxità _3
operoxo _1
opinion _3
opiniòn _5
opinionisti _1
oportùn _1
oportunista _3
oportunisti _4
oportunita' _2
oportunità _3
opoxitori _1
oppure _1
opremesti _1
opresi _1
oprèsi _1
opresion _13
opresiòn _5
opresìva _1
opresivi _1
opresivo _1
opresòr _6
opresori _4
opresòri _6
oprimar _2
oprimarte _1
oprime _2
oprìme _1
oprimesta _2
oprimesti _1
oprìmesto _2
opsiòn _3
option _1
opur _8
opùr _6
opùre _1
or _1
ora _56
òra _23
òrae _1
oramai _20
oramài _4
orari _1
oràri _5
orario _1
orba _1
òrba _2
orbi _3
òrbi _1
orbis _2
orbita _1
orbo _2
ordena _2
ordenador _1
ordenadori _2
ordenadòri _3
ordenadorpc _1
ordene _2
ordeni _1
ordine _10
òrdine _2
ordini _6
ordìni _1
òrdini _1
ore _19
òre _4
oreta _1
orfanatrofi _1
orfani _1
orfano _1
organi _1
òrgani _2
organixa _1
organixa' _2
organixà _11
organixaduri _1
organixàr _3
organixàrse _1
organixasion _2
organixasiòn _7
organixemo _2
orge _1
orgojo _2
ori _1
oribi£i _1
orientàl _3
orientasiòn _1
oriente _6
original _2
origini _2
orijinàl _2
orijinal£ità _1
orijinàri _5
orijinaria _2
orijinariamente _1
orijinariamnete _1
orijine _5
orijìne _1
orìjine _2
oro _9
òro _4
orto _1
ortodosa _2
ortodòse _1
ortodosi _6
ortografeghe _1
osatura _1
osèani _1
osèano _2
oservà _2
oservabi£i _1
oservadori _1
oservasiòn _11
oserve' _1
oservè _1
osesiòn _1
osi£asiòn _1
òsida _1
osidenta£i _7
osidentà£i _5
osidental _1
osidentàl _4
osidente _8
osìmoro _1
òso _1
ospedà£al _1
ospeda£i _6
ospedàl _1
òspita _1
ospita£ità _1
ospitante _1
òspite _1
ospitemo _4
ospito _2
ossequi _1
ostaco£àr _1
ostacò£i _1
ostàco£o _1
ostacolà _1
ostajo _1
ostarìa _3
ostejà _1
osterreik _1
osti _1
òsti _1
ostriaca _1
ostriàca _1
ostrìaca _1
ostrìaco _1
ostrìake _1
ostrusionismo _1
oteghi _2
otegi _2
otegner _4
otegnèr _4
otegnerle _1
otegnerlo _1
otegnir _1
otegnìr _2
otegnù _6
others _1
otignir _3
otignìr _2
otimi _2
otimista _2
otimixàr _1
otimo _1
oto _3
otobre _7
otoman _2
otomàn _1
otosentesco _1
otosenteski _2
otranto _1
ounce _1
outside _2
ovest _1
ovi _5
òvi _2
oviar _1
oxa' _2
oxà _1
oxar _2
oxàr _6
oxe _4
òxe _11
oxe£i _2
oxiris _1
p _8
pa _1270
pà _9
pà£a _1
pa£adio _2
pa£asi _2
pa£eo£itego _1
pa£ermo _4
pa£estina _4
pa£estinixi _2
pa£iativi _2
pa£istina _3
pa£istinexa _1
pa£istinèxa _1
pa£istinexe _5
pa£istinexi _2
pa£istinèxi _2
pa£istini _1
pa£istinixi _12
pa£udi _2
pablo _1
paca _2
pacà _1
pacio£ar _1
paciolàr _1
pacs _2
padana _4
padani _7
padania _3
padoa _10
padoàn _1
padova _4
pàdova _2
padovana _2
padre _2
paeseti _3
paexane _2
paexàne _2
paexe _17
paéxe _3
paèxe _2
paexea _2
paexeti _5
paexeto _6
paexi _15
paexiti _1
paexìti _1
paga _30
paga' _2
pagà _20
pàga _35
pàga=el _1
pagabi£i _1
pagadori _2
pagae _1
pagamenti _1
pagamento _4
pagaminti _6
pagando _1
pagar _16
pagàr _104
pagarà _5
pagarghe _6
pagarisi _2
pagarla _4
pagarme _3
pagarse _3
pagava _1
pagavi _2
paghe _2
pàghe _4
paghe£i _1
paghemo _6
pagheta _4
paghi _2
pago _8
pàgo _2
pai _1
paiano _1
paìixi _1
paixà _1
paixàna _1
paixàne _1
paixi _9
paìxi _8
paixiti _1
paja _4
pajasade _2
pajasi _4
pajina _1
pàjina _2
pajine _2
pàjine _4
pake _1
pakéto _1
paki _3
pàki _2
pakistan _5
pakistani _5
pakiti _2
pal _95
pa'l _1
pàl _2
palco _3
pàlco _3
palladio _4
pallet _2
palma _1
palmari _2
palmerìn _1
palmerìni _1
palmes _1
pame£a _1
pan _5
pàn _12
pànama _1
pandèmia _1
pane _1
pane£i _10
panè£i _2
pane£o _3
pànego _1
pani _1
pàni _1
panifiso _1
panin _1
panìn _1
panni _1
pano£ini _1
pansa _2
panseve _2
pansiero _3
panto _1
pantograph _2
pao£o _3
pào£o _2
papa _3
pàpa _13
paparde£a _3
par _464
pàr _96
para _4
parà _12
pàra _5
para£e£i _1
para£e£o _1
para£ixà _1
para£ume _1
paradiso _2
paradixi _1
paradixo _3
paradìxo _2
parador _1
paradoso _3
parafinà _1
paragòn _1
parai _1
pàrame _1
parametri _1
paràmetri _1
parami£itàr _1
paramount _1
paraoci _2
paraòci _1
parar _3
paràr _11
pararghe _2
pararìa _3
pararla _1
pararle _1
pararli _1
pararlo _1
pararne _1
parasita _3
parasità _1
parasìta _3
parasitandone _1
parasitàr _3
parasitari _2
parasitàri _2
parasitaria _1
parasitària _2
parasitàrio _1
parasitàrne _1
parasiti _18
parasìti _15
paràsìti _2
parasitismo _7
parasitismoe _1
parastata£i _1
paratorno _4
parava _2
parciò _1
parco _1
parcorso _1
parcosa _1
pardemo _1
pardimo _2
pardona _2
pardonarte _2
pardu' _3
pardù _11
pare _6
pàre _7
parea _3
paréa _1
pàrea _1
parecia _4
parecia' _7
parecià _22
parècia _5
pareciando _2
pareciar _4
pareciàr _6
pareciarse _2
pareciate _1
pareciàva _1
pareciavo _1
pareciemo _1
parecieve _2
pareciève _1
parecio _1
paremo _1
parèmo _1
parente _2
parente£a _2
parentesxe _1
parentexe _2
parentexi _2
parenti _8
parer _1
parése _1
parète _1
pareva _1
parèva _1
parfeta _1
parfetament _2
parfetamente _6
parfeto _1
parfin _2
parfìn _27
parfumo _1
pàri _8
parifarìa _1
parifegà _1
parifegàr _1
pariferìa _1
parigi _1
pariji _3
parità _2
parke _138
parke' _7
parké _55
parkè _486
parke` _8
parkeja _1
parkejatòri _2
parkeje _1
parkeji _1
parkèji _1
parkejo _1
parkèjo _1
parketifìsi _1
parkiti _4
parkìti _1
parla _202
parlà _23
pàrla _13
parlamentari _1
pàrlami _1
parlamneto _1
parlando _4
parlando£a _1
parlanti _2
parlar _59
parlàr _172
parlarà _4
parlara£i _1
parlare _3
parlaremo _1
parlarghe _18
parlarghe£o _1
parlarghine _4
parlarla _3
parlarli _1
parlarlo _5
parlarme _3
parlase _4
parlate _1
parlato _1
parlava _23
parlàva _3
parlavimo _1
parlavo _2
parle _4
parlè _9
pàrle _1
parle£i _2
parle£o _1
parleme _1
parlemo _40
parlémo _1
parlemose _1
parli _3
pàrli _1
parlito _2
parlo _29
pàrlo _1
parma£at _13
parma£atlori _1
parmateva _1
parmesi _9
parmeso _7
parmeta _1
parmetar _2
parmétar _1
parmètar _1
parmetarà _5
parmetarse _1
parmetarse£o _1
parmete _29
parmète _2
parmete£a _2
parmetendone _1
parmeterghe _1
parmetesto _1
parmeteva _6
parmetobloco _2
parmetù _5
parmisi _1
paro _3
paro' _2
parò _3
pàro _4
paro£a _47
parò£a _9
paro£accie _2
paro£ari _1
paro£asa _1
paro£ase _5
paro£e _47
parò£e _8
pàro£e _1
paro£eta _13
paro£ete _7
paròce _3
paròcia _1
parociàl _1
paroco _2
pàroco _2
paroe _1
paron _3
paròn _7
parona _1
paròna _1
paroni _1
paròni _2
parosi _4
pàrosi _2
parpetuarse _1
parquè _1
parroco _1
parsecusiòn _2
parsevaransa _1
parseveràr _1
parsevita' _2
parsevità _3
parsevitàr _1
parsialmente _3
parsoen _1
parsona _20
parsòna _1
parsona£e _2
parsonaji _2
parsonàl _1
parsonalmente _5
parsone _59
parsòne _4
parsuaxiòn _1
partanto _4
parte _144
pàrte _19
partecipano _1
partes _1
partesipa _1
partesipà _4
partesipar _2
partesipàr _5
partesipase _1
partesipe _2
partesipi _2
partèsipi _1
parti _3
partì _1
partia _2
partìa _6
pàrtia _1
partico£ar _10
partico£àr _1
partico£ari _3
particolàr _10
particolàri _1
particolr _1
partie _2
partìe _2
partii _1
partìì _1
partijàna _1
partijàni _2
partir _6
partìr _13
partire _2
partise£a _1
partisè£a _1
partisipàr _2
partisipasiòn _2
partisipi _6
partita _2
partiti _1
partìti _1
partìto _1
partiva _1
partivimo _1
partner _1
partnership _1
paruni _2
pasa _19
pasa' _9
pasà _57
pàsa _20
pasài _1
pasajo _1
pasàjo _1
pasando _1
pasaporti _4
pasaporto _31
pasar _3
pasàr _29
pasarà _1
pasaràve _1
pasarghe _1
pasàrghe _1
pasarte _1
pasarve _2
pasava _4
pasàva _3
pasavi _1
pàscopasco£i _1
pase _4
pasè _3
pàse _3
pase£i _1
pasemo _3
pasesco _1
pasèto _1
pasi _3
pàsi _3
pasiensa _2
pasienti _1
pasifega _2
pasìfega _1
pasifegàr _1
pasifeghe _1
pasifeghi _2
pasìfica _1
pasiòn _2
pasìva _1
pasivamente _10
pasività _4
pasìvo _1
paso _2
pàso _4
pasqua _2
pass _4
passeggiata _1
pasta _1
pastasciutta _2
paste _1
pàste _1
pastine _1
